,regNo,typeOfInvest,initiationDate,cancelNav,issueNav,dividendIntervalPeriod,guaranteedEarningRate,date,netAsset,estimatedEarningRate,investedUnits,beta,alpha,isCompleted,fiveBest,stock,bond,other,cash,deposit,commodity
292,11480,Negotiable,2017-02-14,908778.0,908778.0,0.0,0.0,2023-03-20T00:00:00,90877784820.0,18.307692307692307,100000.0,0.8873972300884956,19.732029061946903,True,0.0,0.0,0.0,82.08,0.0,17.92,0.0
293,11540,Negotiable,2017-10-30,1182.0,1182.0,0.0,0.0,2022-10-29T00:00:00,10898266260975.0,18.46153846153846,9219504257.0,0.8850735840707964,20.08704784955752,True,0.0,0.0,0.0,99.95,0.0,0.05,0.0
294,11797,Negotiable,2021-02-14,1076483.0,1076483.0,0.0,0.0,2023-06-19T00:00:00,1076482638056.0,18.615384615384617,1000000.0,0.8827499380530973,20.44206663716814,True,0.0,0.0,0.0,78.35,0.36,21.29,0.0
295,11281,IssuanceAndCancellation,2014-09-03,672530.0,673514.0,0.0,0.0,2023-06-19T00:00:00,3848517248755.0,18.76923076923077,5722450.0,0.8804262920353982,20.797085424778757,True,85.43,91.54,0.0,1.05,0.0,7.4,0.0
296,11681,IssuanceAndCancellation,2020-01-01,760984.0,762060.0,0.0,0.0,2022-09-04T00:00:00,2092488627649.0,18.923076923076923,2749710.0,0.878102646017699,21.152104212389375,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,10830,IssuanceAndCancellation,2022-08-06,78672.0,79200.0,0.0,0.0,2023-06-19T00:00:00,2064704585656.0,19.076923076923077,26244401.0,0.875779,21.507123,True,28.49,93.15,0.0,4.77,0.0,2.08,0.0
298,10923,IssuanceAndCancellation,2023-04-23,10665.0,10734.0,0.0,0.0,2023-04-28T00:00:00,1110696816631.0,19.23076923076923,104144043.0,0.8487616,26.7261642,True,34.66,36.08,58.67,0.26,0.05,4.94,0.0
299,11704,IssuanceAndCancellation,2020-06-10,265821.0,266270.0,0.0,0.0,2022-09-04T00:00:00,58752632487.0,19.384615384615383,221023.0,0.8217442,31.9452054,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,11931,IssuanceAndCancellation,2022-09-24,1855865.0,1858382.0,0.0,0.0,2023-06-19T00:00:00,37557628417987.0,19.53846153846154,20237266.0,0.7947268000000001,37.1642466,True,59.19,90.22,0.0,0.18,0.0,9.6,0.0
301,11960,IssuanceAndCancellation,2022-10-01,422491.0,422491.0,0.0,0.0,2023-06-18T00:00:00,2154702986618.0,19.692307692307693,5100000.0,0.7677094,42.3832878,True,0.0,0.0,0.0,99.91,0.0,0.08,0.0
302,11968,IssuanceAndCancellation,2022-08-13,1859279.0,1868019.0,0.0,0.0,2023-06-19T00:00:00,411257739079.0,19.846153846153847,221192.0,0.740692,47.602329,True,19.89,66.26,0.0,16.85,0.0,16.89,0.0
303,11976,Negotiable,2022-06-27,10183.0,10185.0,1.0,0.0,2023-06-19T00:00:00,5556808375496.0,20.0,545696078.0,0.7261288,41.7048768,True,0.0,0.44,53.74,0.51,0.0,45.31,0.0
304,11978,IssuanceAndCancellation,2022-06-20,905538.0,906807.0,0.0,0.0,2023-06-19T00:00:00,1021443746672.0,20.0,1127997.0,0.7115656,35.8074246,True,89.28,99.85,0.0,0.14,0.0,0.01,0.0
305,11982,IssuanceAndCancellation,2022-07-05,1357770.0,1360292.0,0.0,0.0,2023-06-19T00:00:00,539200139584.0,20.0,397122.0,0.6970024,29.9099724,True,98.08,98.08,0.0,0.05,1.87,0.0,0.0
306,11983,IssuanceAndCancellation,2022-07-06,9976.0,9990.0,1.0,0.0,2023-06-19T00:00:00,270722453161.0,20.0,27136119.0,0.6824392,24.0125202,True,13.01,14.0,75.29,0.7,0.0,10.02,0.0
307,11985,Negotiable,2022-08-09,15706.0,15813.0,0.0,0.0,2023-06-19T00:00:00,742611593589.0,20.0,47279681.0,0.667876,18.115068,True,44.88,96.85,0.0,3.11,0.04,0.0,0.0
308,11986,IssuanceAndCancellation,2022-07-23,1192030.0,1192314.0,0.0,0.0,2023-06-19T00:00:00,249059312822.0,20.0,208937.0,0.69508,15.648437900000001,True,12.04,12.04,0.0,29.61,17.19,41.75,0.0
309,11987,IssuanceAndCancellation,2022-07-06,1743901.0,1745682.0,0.0,0.0,2023-06-19T00:00:00,866938690505.0,20.0,497126.0,0.722284,13.181807800000001,True,65.31,65.31,1.82,32.55,0.91,0.0,0.0
310,11989,Negotiable,2022-07-31,10193.0,10204.0,1.0,0.0,2023-06-19T00:00:00,54972655973954.0,20.0,5393000001.0,0.749488,10.7151777,True,3.92,12.48,43.95,0.79,0.0,42.43,0.0
311,11990,Negotiable,2022-08-17,12088.0,12092.0,0.0,0.0,2023-06-19T00:00:00,9066250842500.0,20.0,749999901.0,0.776692,8.2485476,True,0.0,0.0,80.28,0.31,0.0,19.41,0.0
312,11993,IssuanceAndCancellation,2022-07-23,12075.0,12078.0,0.0,0.0,2023-06-19T00:00:00,19988369691698.0,20.0,1655302134.0,0.8038959999999999,5.7819175000000005,True,1.08,1.16,98.79,0.01,0.0,0.04,0.0
313,11994,IssuanceAndCancellation,2022-08-14,1108851.0,1109379.0,0.0,0.0,2023-06-19T00:00:00,97729719945.0,20.0,88136.0,0.8311,3.315287399999999,True,0.0,96.74,0.0,0.13,3.13,0.0,0.0
314,11995,IssuanceAndCancellation,2022-09-03,10196.0,10202.0,0.0,0.0,2023-06-19T00:00:00,1528726527718.0,20.0,149931641.0,0.858304,0.8486572999999993,True,4.35,5.12,49.44,2.03,0.0,41.74,0.0
315,11996,IssuanceAndCancellation,2022-09-10,10094.0,10098.0,1.0,0.0,2023-06-19T00:00:00,350256803254.0,20.0,34698345.0,0.885508,-1.6179728000000004,True,0.0,0.0,57.15,0.59,0.0,38.72,0.0
316,11997,IssuanceAndCancellation,2022-08-21,10032.0,10057.0,1.0,0.0,2023-06-19T00:00:00,9499143988386.0,20.0,946810039.0,0.912712,-4.0846029,True,29.33,29.96,54.71,2.1,0.0,11.0,0.0
317,11998,Negotiable,2022-10-01,15265.0,15366.0,0.0,0.0,2023-06-19T00:00:00,1283495260915.0,20.0,84076761.0,0.939916,-6.551233,True,20.21,93.15,1.44,5.36,0.0,0.04,0.0
318,12002,Negotiable,2022-09-11,11998.0,12006.0,0.0,0.0,2023-06-19T00:00:00,32539947814326.0,20.0,2712100000.0,0.9315057,-5.2922329999999995,True,4.02,9.4,31.54,0.78,0.0,58.28,24.675
319,12005,IssuanceAndCancellation,2022-09-05,1374524.0,1376491.0,0.0,0.0,2023-06-19T00:00:00,5609915841786.0,20.0,4081352.0,0.9230954,-4.033233,True,53.44,76.94,21.67,0.11,0.0,1.28,49.35
320,12006,Negotiable,2023-05-08,8293.0,8330.0,0.0,0.0,2023-06-19T00:00:00,1658584273319.0,20.0,200000000.0,0.9146851,-2.774233,True,96.49,97.32,0.0,0.26,2.11,0.31,74.025
321,12008,Negotiable,2023-04-26,8665.0,8672.0,0.0,0.0,2023-06-19T00:00:00,927295659698.0,20.0,107006395.0,0.9062748,-1.5152330000000003,True,0.0,0.0,0.0,0.25,1.05,0.0,98.7
322,12009,IssuanceAndCancellation,2022-10-01,15556.0,15613.0,0.0,0.0,2023-06-19T00:00:00,22666260500746.0,20.0,1457064750.0,0.8978645000000001,-0.25623299999999993,True,16.35,50.63,14.79,2.38,0.0,32.21,0.0
323,12010,IssuanceAndCancellation,2022-10-01,1121149.0,1121384.0,0.0,0.0,2023-06-19T00:00:00,154157991461.0,20.0,137500.0,0.8894542,1.0027669999999995,True,0.0,0.0,56.81,0.77,0.0,42.42,0.0
324,12012,IssuanceAndCancellation,2022-11-13,14907.0,14935.0,0.0,0.0,2023-06-19T00:00:00,1490739375890.0,20.0,100000000.0,0.8810439,2.261766999999999,True,0.0,0.0,8.65,6.51,1.95,0.68,82.22
325,12015,IssuanceAndCancellation,2022-11-28,11484.0,11491.0,0.0,0.0,2023-06-19T00:00:00,3620347022162.0,20.0,315228196.0,0.8726336,3.5207669999999993,True,0.86,0.93,70.76,0.36,0.0,24.09,0.0
326,12017,Negotiable,2022-11-21,11701.0,11704.0,0.0,0.0,2023-06-19T00:00:00,10461105396671.0,20.0,894000000.0,0.8642233,4.779767,True,0.44,0.44,51.37,1.94,0.02,46.24,0.0
327,12018,Negotiable,2022-12-13,15460.0,15535.0,0.0,0.0,2023-06-19T00:00:00,208710981388.0,20.0,13500000.0,0.855813,6.038767,True,29.2,66.57,29.73,3.47,0.23,0.0,0.0
328,12020,IssuanceAndCancellation,2022-10-01,1147923.0,1149882.0,0.0,0.0,2023-06-19T00:00:00,163742089849.0,20.0,142642.0,0.9411250000000001,10.090456666666668,True,95.12,95.12,0.2,0.45,0.0,0.0,0.0
329,12021,IssuanceAndCancellation,2022-10-23,15246.0,15289.0,1.0,0.0,2023-06-19T00:00:00,5171713065752.0,20.0,339207325.0,1.026437,14.142146333333335,True,14.17,35.99,61.82,0.46,0.0,1.73,0.0
330,12022,IssuanceAndCancellation,2022-11-21,1765293.0,1777248.0,0.0,0.0,2023-06-19T00:00:00,384334442002.0,20.0,217717.0,1.111749,18.193836,True,40.65,92.47,0.0,6.16,0.23,1.14,0.0
331,12023,Negotiable,2022-11-12,17350.0,17466.0,0.0,0.0,2023-06-19T00:00:00,536763585638.0,20.0,30936963.0,0.792652,30.7,True,34.71,96.45,0.0,8.55,0.08,0.0,0.0
332,12024,Negotiable,2022-11-16,11691.0,11696.0,0.0,0.0,2023-06-19T00:00:00,5553537253916.0,20.0,475020000.0,0.8422475,29.79660625,True,0.23,0.23,62.02,0.23,0.0,32.47,0.0
333,12027,Negotiable,2022-11-06,10180.0,10180.0,12.0,0.0,2023-06-18T00:00:00,1679620662384.0,20.0,165000000.0,0.8918429999999999,28.893212499999997,True,0.0,10.12,0.0,89.11,0.77,0.0,0.0
334,12031,Negotiable,2023-02-06,11400.0,11412.0,0.0,0.0,2023-06-19T00:00:00,400984562185.0,20.0,35173946.0,0.9414385,27.989818749999998,True,8.88,9.25,85.04,5.7,0.0,0.0,0.0
335,12033,Negotiable,2022-11-07,14445.0,14541.0,0.0,0.0,2023-06-19T00:00:00,39299944636647.0,20.0,2720690835.0,0.991034,27.086425,True,23.25,95.63,0.0,2.15,0.0,2.22,0.0
336,12035,Negotiable,2023-01-04,14400.0,14504.0,0.0,0.0,2023-06-19T00:00:00,2014570314943.0,20.0,139900000.0,0.974084,7.253699,True,25.48,98.62,0.0,0.84,0.0,0.54,0.0
337,12039,Negotiable,2022-12-12,15940.0,16044.0,0.0,0.0,2023-06-19T00:00:00,5084658312372.0,20.0,318994471.0,0.824231,13.050452,True,38.38,93.43,0.0,2.74,0.0,3.83,0.0
338,12042,IssuanceAndCancellation,2022-12-07,11405.0,11409.0,0.0,0.0,2023-06-19T00:00:00,1373016640935.0,20.0,120382267.0,0.790017,14.30126375,True,0.0,0.0,69.01,0.39,0.01,30.59,0.0
339,12045,Negotiable,2023-02-21,11214.0,11219.0,0.0,0.0,2023-06-19T00:00:00,1116964600361.0,20.0,99600000.0,0.755803,15.5520755,True,0.0,0.0,99.91,0.07,0.0,0.02,0.0
340,12047,IssuanceAndCancellation,2023-01-01,1124884.0,1126190.0,0.0,0.0,2023-06-19T00:00:00,2384079757923.0,20.0,2119399.0,0.721589,16.80288725,True,77.46,77.46,0.0,0.06,22.48,0.0,0.0
341,12048,Negotiable,2023-01-04,14580.0,14674.0,0.0,0.0,2023-06-19T00:00:00,490836251867.0,20.0,33664658.0,0.687375,18.053699,True,46.28,90.91,0.0,8.78,0.0,0.31,0.0
342,12050,IssuanceAndCancellation,2023-01-17,11123.0,11127.0,0.0,0.0,2023-06-19T00:00:00,2387058283990.0,20.0,214600000.0,0.6654295,17.77255175,True,1.33,1.33,62.68,0.58,0.0,35.4,0.0
343,12051,IssuanceAndCancellation,2023-03-11,1081778.0,1082192.0,0.0,0.0,2023-06-19T00:00:00,37862260611.0,20.0,35000.0,0.643484,17.4914045,True,99.92,0.0,0.0,-0.65,0.73,0.0,0.0
344,12052,Negotiable,2023-03-13,11088.0,11099.0,0.0,0.0,2023-06-19T00:00:00,2217652410074.0,20.0,199998825.0,0.6215385,17.21025725,True,8.2,8.93,33.84,0.97,0.01,52.47,0.0
345,12053,IssuanceAndCancellation,2023-01-23,11165.0,11169.0,0.0,0.0,2023-06-19T00:00:00,456275041772.0,20.0,40862941.0,0.599593,16.92911,True,0.0,0.0,77.36,0.54,22.1,0.0,0.0
346,12055,IssuanceAndCancellation,2023-03-01,10203.0,10207.0,1.0,0.0,2023-06-19T00:00:00,1853697076431.0,20.0,181689047.0,0.5776475,16.64796275,True,4.92,4.92,19.3,1.27,0.0,74.51,0.0
347,12056,Negotiable,2022-12-12,391148.0,391148.0,0.0,0.0,2023-03-20T00:00:00,1369016411679.0,20.0,3500000.0,0.555702,16.3668155,True,0.0,0.0,0.0,29.1,0.0,70.9,0.0
348,12057,Negotiable,2023-01-14,14089.0,14119.0,0.0,0.0,2023-06-19T00:00:00,5415731452070.0,20.0,384375266.0,0.5337565,16.08566825,True,0.0,0.0,0.0,1.32,0.0,0.01,0.0
349,12061,IssuanceAndCancellation,2023-04-15,1150138.0,1155512.0,0.0,0.0,2023-06-19T00:00:00,123548977361.0,20.0,107421.0,0.511811,15.804521,True,35.38,66.69,0.0,45.94,5.4,8.06,0.0
350,12070,Negotiable,2023-03-14,10061.0,10064.0,1.0,0.0,2023-06-19T00:00:00,18145400315087.0,20.0,1803390704.0,0.5448738571428572,12.138180428571427,True,0.1,0.1,40.51,3.07,0.0,55.66,0.0
351,12072,IssuanceAndCancellation,2023-06-07,1009283.0,1012046.0,0.0,0.0,2023-06-19T00:00:00,259503033881.0,20.0,257116.0,0.5779367142857142,8.471839857142857,True,25.77,39.48,0.0,13.02,44.35,7.69,0.0
352,12073,IssuanceAndCancellation,2023-01-17,940836.0,943820.0,0.0,0.0,2023-06-18T00:00:00,470418204735.0,20.0,500000.0,0.6109995714285714,4.805499285714285,True,180.28,209.91,0.0,9.82,0.27,0.0,0.0
353,12086,Negotiable,2023-03-25,10701.0,10705.0,0.0,0.0,2023-06-19T00:00:00,4846433128256.0,20.0,452870007.0,0.6440624285714286,1.1391587142857151,True,3.37,3.37,0.0,1.28,0.0,93.38,0.0
354,12087,IssuanceAndCancellation,2023-04-26,1424339.0,1426730.0,0.0,0.0,2023-06-19T00:00:00,1803716161779.0,20.0,1266353.0,0.6771252857142858,-2.527181857142855,True,99.12,99.12,0.0,0.08,0.0,0.8,0.0
355,12091,IssuanceAndCancellation,2023-03-25,1018854.0,1018954.0,1.0,0.0,2023-06-19T00:00:00,545086168807.0,20.0,534999.0,0.7101881428571428,-6.193522428571429,True,0.0,0.0,26.67,1.05,0.0,72.27,0.0
356,12093,Negotiable,2023-02-22,11409.0,11481.0,0.0,0.0,2023-06-19T00:00:00,9367990549784.0,20.0,821100000.0,0.743251,-9.859863,True,31.24,87.21,4.99,2.49,0.0,5.3,0.0
357,12099,IssuanceAndCancellation,2023-02-28,803573.0,804677.0,0.0,0.0,2023-06-19T00:00:00,1151627330269.0,20.0,1433134.0,0.6864165,-4.588322000000001,True,88.27,94.36,0.0,0.19,0.0,5.45,0.0
358,12127,Negotiable,2023-06-07,9828.0,9877.0,0.0,0.0,2023-06-19T00:00:00,7630121101951.0,20.0,776391409.0,0.629582,0.683219,True,17.5,63.1,13.61,0.12,0.0,23.17,0.0
359,11533,Negotiable,2018-09-23,1065346.0,1065361.0,0.0,0.0,2023-05-21T00:00:00,106534671067.0,20.0,100000.0,0.6437105555555556,-1.3993608888888887,True,0.0,0.0,3.39,96.16,0.0,0.45,0.0
360,11479,Negotiable,2017-02-14,1134248.0,1134309.0,0.0,0.0,2023-05-21T00:00:00,567124078874.0,20.0,500000.0,0.6578391111111112,-3.481940777777777,True,8.91,8.91,3.89,77.53,0.0,0.75,0.0
361,11775,IssuanceAndCancellation,2020-12-26,1501986.0,1503633.0,0.0,0.0,2023-06-19T00:00:00,6999597312689.0,20.0,4660227.0,0.6719676666666666,-5.564520666666666,True,88.98,89.78,0.35,11.48,5.99,0.0,35.155
362,11780,Negotiable,2021-01-19,22233.0,22310.0,0.0,0.0,2023-06-19T00:00:00,2062802830257.0,20.0,92779960.0,0.6860962222222222,-7.6471005555555545,True,0.0,0.0,6.0,0.22,1.29,22.17,70.31
363,11822,IssuanceAndCancellation,2021-03-17,915453.0,916793.0,0.0,0.0,2023-06-19T00:00:00,2376241617792.0,20.0,2595699.0,0.7002247777777778,-9.729680444444444,True,90.88,93.98,3.8,1.81,0.15,0.26,56.248000000000005
364,11617,IssuanceAndCancellation,2018-12-23,21299.0,21309.0,0.0,0.0,2023-06-19T00:00:00,5423374791724.0,20.0,254630743.0,0.7143533333333334,-11.812260333333333,True,10.3,92.04,0.0,0.01,0.0,7.95,42.186
365,11091,IssuanceAndCancellation,2012-09-12,1673602.0,1676152.0,0.0,0.0,2023-06-19T00:00:00,2483544700701.0,20.0,1483952.0,0.7284818888888889,-13.894840222222221,True,64.1,93.0,0.73,4.01,0.0,2.26,28.123999999999995
366,11891,IssuanceAndCancellation,2021-11-24,2618628.0,2622733.0,0.0,0.0,2023-06-19T00:00:00,3255920581491.0,20.0,1243369.0,0.7426104444444445,-15.97742011111111,True,99.91,99.91,0.0,0.07,0.0,0.02,14.061999999999998
367,10763,IssuanceAndCancellation,2010-05-03,8489198.0,8489216.0,0.0,0.0,2022-10-22T00:00:00,8574170880.0,20.0,1010.0,0.756739,-18.06,True,0.0,0.0,0.0,5.83,0.1,94.06,0.0
368,11713,Negotiable,2020-06-13,836491.0,836498.0,0.0,0.0,2023-06-19T00:00:00,418245524138.0,20.0,500000.0,0.756739,-18.06,True,0.0,0.0,2.24,97.22,0.0,0.54,23.5775
369,11808,IssuanceAndCancellation,2021-02-28,826847.0,827025.0,0.0,0.0,2023-06-10T00:00:00,826846528036.0,20.0,1000000.0,0.756739,-18.06,True,0.0,0.0,58.36,41.42,0.0,0.21,47.155
370,11287,IssuanceAndCancellation,2018-09-23,938935.0,940933.0,0.0,0.0,2022-10-28T00:00:00,17836911580655.0,20.0,18996949.0,0.756739,-18.06,True,68.57,68.57,0.0,17.21,0.0,13.67,70.7325
371,11772,Negotiable,2021-01-19,16259.0,16335.0,0.0,0.0,2023-06-19T00:00:00,3454548556920.0,20.0,212465887.0,0.756739,-18.06,True,0.0,0.0,0.0,4.75,0.0,0.94,94.31
372,11798,IssuanceAndCancellation,2021-02-09,707770.0,709133.0,0.0,0.0,2023-06-19T00:00:00,458326396055.0,20.0,647564.0,0.756739,-18.06,True,26.69,97.01,0.0,2.23,0.26,0.5,47.155
373,11903,IssuanceAndCancellation,2021-12-06,924562.0,924935.0,5.0,0.0,2023-06-19T00:00:00,46242910363.0,20.0,50016.0,0.756739,-18.06,True,0.0,48.505,0.0,3.86,0.0,0.07,0.0
374,11752,IssuanceAndCancellation,2020-10-19,1519433.0,1520317.0,0.0,0.0,2022-08-27T00:00:00,720147554382.0,20.0,473958.0,0.756739,-18.06,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,11687,IssuanceAndCancellation,2020-01-01,1213372.0,1214622.0,0.0,0.0,2022-10-23T00:00:00,417074382505.0,20.0,343990.0,0.756739,-18.06,True,0.0,0.0,0.0,65.91,0.0,34.09,0.0
376,11346,IssuanceAndCancellation,2015-05-10,3273775.0,3278177.0,0.0,0.0,2023-06-19T00:00:00,35912443699752.0,20.0,10969736.0,0.756739,-18.06,True,71.35,92.75,0.03,5.16,0.0,2.06,0.0
377,11897,Negotiable,2021-11-13,405937.0,405950.0,0.0,0.0,2023-06-19T00:00:00,608904847554.0,20.0,1500000.0,0.756739,-18.06,True,0.0,0.0,9.09,0.52,0.0,90.39,0.0
378,11419,IssuanceAndCancellation,2016-04-02,1276375.0,1295130.0,0.0,0.0,2023-06-19T00:00:00,19239656647598.0,20.0,15073660.0,0.756739,-18.06,True,94.1,94.1,0.0,0.06,1.81,4.02,0.0
379,11295,IssuanceAndCancellation,2014-09-01,1597897.0,1600130.0,0.0,0.0,2023-06-19T00:00:00,60499514761865.0,20.0,37861971.0,0.756739,-18.06,True,92.57,93.5,0.09,6.4,0.0,0.01,0.0
380,11130,IssuanceAndCancellation,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-01-26T18:36:39.5856274,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
381,11276,Negotiable,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-01-26T18:36:39.5807967,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
382,11371,Negotiable,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-01-26T18:36:39.5775377,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
383,11445,Negotiable,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-01-26T18:36:39.5792121,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
384,11471,Negotiable,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-01-26T18:36:39.5824436,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
385,11514,IssuanceAndCancellation,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-01-26T18:36:39.5840951,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
386,11537,Negotiable,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-01-26T18:36:39.5693422,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
387,11802,Negotiable,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-01-26T18:36:39.5738169,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
388,11806,Negotiable,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-01-26T18:36:39.5655852,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
389,11855,Negotiable,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-01-26T18:36:39.5717225,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
390,11919,IssuanceAndCancellation,2014-09-01,1597897.0,1600130.0,0.0,0.0,2022-03-14T19:21:48.0009369,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
391,12081,Negotiable,2014-09-01,1597897.0,1600130.0,0.0,0.0,2023-03-11T17:02:38.4941388,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
392,12107,IssuanceAndCancellation,2014-09-01,1597897.0,1600130.0,0.0,0.0,2023-05-23T19:00:03.6769605,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
393,12115,IssuanceAndCancellation,2014-09-01,1597897.0,1600130.0,0.0,0.0,2023-06-19T19:00:05.7895693,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
394,12116,IssuanceAndCancellation,2014-09-01,1597897.0,1600130.0,0.0,0.0,2023-06-06T19:00:14.4178082,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
395,12124,Negotiable,2014-09-01,1597897.0,1600130.0,0.0,0.0,2023-06-06T19:00:14.6303394,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
396,12126,IssuanceAndCancellation,2014-09-01,1597897.0,1600130.0,0.0,0.0,2023-06-12T19:00:02.7496077,60499514761865.0,20.0,37861971.0,0.756739,-18.06,False,92.57,93.5,0.09,6.4,0.0,0.01,0.0
